id,categoriaActual,descripcion,unidad,rubroPropuesto,subrubroPropuesto,tipoIntervencionPropuesto,sistemaConstructivoPropuesto,alcancePropuesto,especialidadPropuesta,confianza,requiereRevisionHumana,observacion
377,Instalaciones Eléctricas,Tablero de distribución 12 circuitos,unidad,Instalaciones eléctricas,Tableros y protecciones eléctricas,Obra nueva,No aplica / mixto,Suministro e instalación,Ingeniería eléctrica,alta,false,
378,Instalaciones Eléctricas,Cableado de circuito reforzado 6mm² (calefont/A.A.),ml,Instalaciones eléctricas,Cableado,Obra nueva,No aplica / mixto,Suministro e instalación,Ingeniería eléctrica,alta,false,
379,Instalaciones Eléctricas,Cableado de circuito industrial/hornillas 10mm²,ml,Instalaciones eléctricas,Cableado,Obra nueva,No aplica / mixto,Suministro e instalación,Ingeniería eléctrica,alta,false,
380,Instalaciones Eléctricas,Instalación de luminaria LED panel embutido 24W,unidad,Instalaciones eléctricas,Iluminación,Obra nueva,No aplica / mixto,Suministro e instalación,Ingeniería eléctrica,alta,false,
381,Instalaciones Eléctricas,Instalación de barra LED bajo mueble,unidad,Instalaciones eléctricas,Mobiliario y equipamiento,Obra nueva,No aplica / mixto,Suministro e instalación,Ingeniería eléctrica,alta,false,
382,Metalcon Estructural,Correa Metalcon omega 100x30mm e=0.85mm instalada,ml,Estructuras metálicas,Metalcon Estructural,Obra nueva,Metalcon (acero galvanizado liviano),Suministro e instalación,Ingeniería estructural / metalmecánica,alta,false,Subrubro heredado de la categoría actual (sin coincidencia de palabra clave más específica).
383,Metalcon Estructural,Correa Metalcon omega 100x30mm e=1.5mm reforzada instalada,ml,Estructuras metálicas,Metalcon Estructural,Obra nueva,Metalcon (acero galvanizado liviano),Suministro e instalación,Ingeniería estructural / metalmecánica,alta,false,Subrubro heredado de la categoría actual (sin coincidencia de palabra clave más específica).
384,Metalcon Estructural,Correa Metalcon C200x50mm e=2.0mm (techo de mayor luz) instalada,ml,Estructuras metálicas,Metalcon Estructural,Obra nueva,Metalcon (acero galvanizado liviano),Suministro e instalación,Ingeniería estructural / metalmecánica,alta,false,Subrubro heredado de la categoría actual (sin coincidencia de palabra clave más específica).
385,Metalcon Estructural,Viga cajón Metalcon 2xC 150mm soldada (dintel/viga),ml,Estructuras metálicas,Hormigón estructural,Obra nueva,Metalcon (acero galvanizado liviano),Suministro e instalación,Ingeniería estructural / metalmecánica,alta,false,
386,Metalcon Estructural,Viga cajón Metalcon 2xC 200mm soldada (luces mayores),ml,Estructuras metálicas,Hormigón estructural,Obra nueva,Metalcon (acero galvanizado liviano),Suministro e instalación,Ingeniería estructural / metalmecánica,alta,false,
387,Metalcon Estructural,Perfil Z 150mm e=2.0mm instalado (correa o refuerzo),ml,Estructuras metálicas,Metalcon Estructural,Obra nueva,Metalcon (acero galvanizado liviano),Suministro e instalación,Ingeniería estructural / metalmecánica,alta,false,Subrubro heredado de la categoría actual (sin coincidencia de palabra clave más específica).
388,Metalcon Estructural,Perfil angular acero 50x50x3mm instalado (arriostramiento),ml,Estructuras metálicas,Metalcon Estructural,Obra nueva,Metalcon (acero galvanizado liviano),Suministro e instalación,Ingeniería estructural / metalmecánica,alta,false,Subrubro heredado de la categoría actual (sin coincidencia de palabra clave más específica).
389,Metalcon Estructural,Base de poste o columna metálica con placa y pernos de anclaje,unidad,Estructuras metálicas,Metalcon Estructural,Obra nueva,Metalcon (acero galvanizado liviano),Suministro e instalación,Ingeniería estructural / metalmecánica,alta,false,Subrubro heredado de la categoría actual (sin coincidencia de palabra clave más específica).
390,Metalcon Estructural,Tabique Metalcon estructural reforzado 90x38mm (muro de carga liviano),m²,Estructuras metálicas,Tabiquería,Obra nueva,Metalcon (acero galvanizado liviano),Suministro e instalación,Ingeniería estructural / metalmecánica,alta,false,
391,Metalcon Estructural,Tabique Metalcon estructural liviano 60x38mm,m²,Estructuras metálicas,Tabiquería,Obra nueva,Metalcon (acero galvanizado liviano),Suministro e instalación,Ingeniería estructural / metalmecánica,alta,false,
392,Metalcon Estructural,Muro Metalcon perimetral económico 100x50mm e=0.85mm,m²,Estructuras metálicas,Cierres y muros perimetrales,Obra nueva,Metalcon (acero galvanizado liviano),Suministro e instalación,Ingeniería estructural / metalmecánica,alta,false,
393,Metalcon Estructural,Muro Metalcon perimetral reforzado 150x50mm e=1.0mm,m²,Estructuras metálicas,Cierres y muros perimetrales,Obra nueva,Metalcon (acero galvanizado liviano),Suministro e instalación,Ingeniería estructural / metalmecánica,alta,false,
394,Albañilería,Muro albañilería bloques 14cm (sin refuerzo),m²,Albañilería,Albañilería,Obra nueva,Albañilería,Suministro e instalación,Construcción general,alta,false,Subrubro heredado de la categoría actual (sin coincidencia de palabra clave más específica).
395,Albañilería,Hormigón elaborado en obra (dosificación artesanal),m³,Albañilería,Albañilería,Obra nueva,Hormigón,Suministro e instalación,Construcción general,alta,false,Subrubro heredado de la categoría actual (sin coincidencia de palabra clave más específica).
396,Albañilería,Base granular compactada para radier o pavimento,m²,Albañilería,Pavimentos y vialidad,Obra nueva,No aplica / mixto,Suministro e instalación,Construcción general,alta,false,
397,Albañilería,Relleno o enrocado con piedra bolón,m³,Albañilería,Movimiento de tierras,Obra nueva,No aplica / mixto,Suministro e instalación,Construcción general,alta,false,
398,Albañilería,Enlucido o relleno con yeso en muros interiores,m²,Albañilería,Movimiento de tierras,Obra nueva,No aplica / mixto,Suministro e instalación,Construcción general,alta,false,
399,Madera NC,Instalación de cercha prefabricada pino 8m de luz,par,Construcción liviana,Madera NC,Obra nueva,Madera,Suministro e instalación,Construcción en seco (steel framing / madera),alta,false,Subrubro heredado de la categoría actual (sin coincidencia de palabra clave más específica).
400,Madera NC,"Entramado o refuerzo con polín pino 2x2""",ml,Construcción liviana,Madera NC,Obra nueva,Madera,Suministro e instalación,Construcción en seco (steel framing / madera),alta,false,Subrubro heredado de la categoría actual (sin coincidencia de palabra clave más específica).
401,Madera NC,"Viga o dintel de madera pino 2x8""",ml,Construcción liviana,Hormigón estructural,Obra nueva,Madera,Suministro e instalación,Construcción en seco (steel framing / madera),alta,false,
402,Madera NC,Cielo o entrepiso con terciado estructural 12mm,m²,Cielos y terminaciones,Cielos,Obra nueva,Madera,Suministro e instalación,Terminaciones,alta,false,Rubro corregido respecto de la categoría actual original (ver DICCIONARIO_TAXONOMICO_ECP.json > overridesAplicados).
403,Techumbres,Cubierta zinc teja española instalada,m²,Techumbres y aguas lluvias,Cubiertas y techumbres,Obra nueva,Zinc,Suministro e instalación,Techumbres,alta,false,
404,Techumbres,Cubierta policarbonato alveolar 8mm instalada,m²,Techumbres y aguas lluvias,Cubiertas y techumbres,Obra nueva,Policarbonato,Suministro e instalación,Techumbres,alta,false,
405,Techumbres,Limatesa de zinc instalada,unidad,Techumbres y aguas lluvias,Cubiertas y techumbres,Obra nueva,Zinc,Suministro e instalación,Techumbres,alta,false,
406,Techumbres,Impermeabilización acrílica de techumbre,m²,Techumbres y aguas lluvias,Recubrimientos de cubierta,Obra nueva,No aplica / mixto,Suministro e instalación,Techumbres,media,true,Rubro corregido respecto de la categoría actual original (ver DICCIONARIO_TAXONOMICO_ECP.json > overridesAplicados).
407,Pisos,Piso flotante laminado AC5 (uso comercial),m²,Pisos y revestimientos,Pisos,Obra nueva,No aplica / mixto,Suministro e instalación,Terminaciones,alta,false,Subrubro heredado de la categoría actual (sin coincidencia de palabra clave más específica).
408,Pisos,Renovación de fragua en juntas de piso o revestimiento,m²,Pisos y revestimientos,Pisos,Obra nueva,No aplica / mixto,Suministro e instalación,Terminaciones,alta,false,Subrubro heredado de la categoría actual (sin coincidencia de palabra clave más específica).
409,Pisos,Fijación de piso de parquet con adhesivo (madera de cargo del cliente),m²,Pisos y revestimientos,Pisos,Obra nueva,No aplica / mixto,Suministro e instalación,Terminaciones,alta,false,Subrubro heredado de la categoría actual (sin coincidencia de palabra clave más específica).
410,Pisos,Piso vinílico adherido con adhesivo acrílico (instalación pegada),m²,Pisos y revestimientos,Pisos,Obra nueva,Vinílico,Suministro e instalación,Terminaciones,alta,false,Subrubro heredado de la categoría actual (sin coincidencia de palabra clave más específica).
411,Climatización,Suministro de equipo split 9.000 BTU (sin instalación),unidad,Climatización y ventilación,Climatización,Obra nueva,No aplica / mixto,Solo suministro,Climatización (HVAC),alta,false,Subrubro heredado de la categoría actual (sin coincidencia de palabra clave más específica).
412,Climatización,Suministro de equipo split 12.000 BTU (sin instalación),unidad,Climatización y ventilación,Climatización,Obra nueva,No aplica / mixto,Solo suministro,Climatización (HVAC),alta,false,Subrubro heredado de la categoría actual (sin coincidencia de palabra clave más específica).
413,Climatización,Suministro de equipo split 18.000 BTU (sin instalación),unidad,Climatización y ventilación,Climatización,Obra nueva,No aplica / mixto,Solo suministro,Climatización (HVAC),alta,false,Subrubro heredado de la categoría actual (sin coincidencia de palabra clave más específica).
414,Climatización,"Instalación de split (mano de obra, equipo de cliente o comprado aparte)",unidad,Climatización y ventilación,Climatización,Obra nueva,No aplica / mixto,Solo instalación,Climatización (HVAC),alta,false,Subrubro heredado de la categoría actual (sin coincidencia de palabra clave más específica).
415,Aislación,Aislación térmica de muro con poliestireno EPS 50mm,m²,Aislación y eficiencia energética,Aislación térmica,Obra nueva,Poliestireno expandido (EPS),Suministro e instalación,Eficiencia energética,alta,false,
416,Aislación,Aislación térmica de muro o techo con poliestireno EPS 100mm,m²,Aislación y eficiencia energética,Aislación térmica,Obra nueva,Poliestireno expandido (EPS),Suministro e instalación,Eficiencia energética,alta,false,
417,Impermeabilización,Impermeabilización de muro bajo nivel con membrana deltaforce,m²,Impermeabilización,Impermeabilización,Obra nueva,No aplica / mixto,Suministro e instalación,Impermeabilización,alta,false,Subrubro heredado de la categoría actual (sin coincidencia de palabra clave más específica).
418,Carpintería,Ventana proyectante PVC 60x60cm instalada,unidad,"Puertas, ventanas y carpinterías",Ventanas,Obra nueva,PVC,Suministro e instalación,Carpintería / cerrajería,alta,false,
419,Carpintería,Perfil de terminación de aluminio instalado,ml,"Puertas, ventanas y carpinterías",Carpintería,Obra nueva,Aluminio,Suministro e instalación,Carpintería / cerrajería,alta,false,Subrubro heredado de la categoría actual (sin coincidencia de palabra clave más específica).
420,Tabiquería,Tabique cortafuego con placa yeso RF 15mm,m²,Construcción liviana,Tabiques cortafuego,Obra nueva,No aplica / mixto,Suministro e instalación,Construcción en seco (steel framing / madera),baja,true,Rubro corregido respecto de la categoría actual original (ver DICCIONARIO_TAXONOMICO_ECP.json > overridesAplicados).
421,Impermeabilización,Impermeabilización de muro con manta drenante geodren,m²,Impermeabilización,Impermeabilización,Obra nueva,No aplica / mixto,Suministro e instalación,Impermeabilización,alta,false,Subrubro heredado de la categoría actual (sin coincidencia de palabra clave más específica).
422,Mantención Eléctrica,Cambio de ampolleta o foco LED,unidad,Instalaciones eléctricas,Mantención Eléctrica,Reposición,No aplica / mixto,Suministro e instalación,Ingeniería eléctrica,alta,false,Subrubro heredado de la categoría actual (sin coincidencia de palabra clave más específica).
423,Instalaciones Sanitarias,"Red de desagüe PVC 4"" (colector principal)",ml,Alcantarillado y drenaje,Alcantarillado domiciliario,Obra nueva,PVC,Suministro e instalación,Ingeniería sanitaria,media,true,Rubro corregido respecto de la categoría actual original (ver DICCIONARIO_TAXONOMICO_ECP.json > overridesAplicados).
424,Gas,"Red de gas en cobre 3/4"" (matriz o alimentación principal)",ml,Instalaciones de gas,Redes de gas,Obra nueva,Cobre,Suministro e instalación,Gasfitería certificada,alta,false,
425,Estructuras Metálicas,Fijación con tornillo autorroscante en perfil metálico (por caja),caja,Estructuras metálicas,Estructuras Metálicas,Obra nueva,Metalcon (acero galvanizado liviano),Suministro e instalación,Ingeniería estructural / metalmecánica,alta,false,Subrubro heredado de la categoría actual (sin coincidencia de palabra clave más específica).
426,Mov. de Tierras,Entibación de excavación con plancha metálica,unidad,Movimiento de tierras,Movimiento de tierras,Obra nueva,No aplica / mixto,Suministro e instalación,Ingeniería civil — movimiento de tierras,alta,false,
427,Obras Exteriores,Poste HEB de acero para cierre o estructura exterior,unidad,Obras exteriores y urbanización,Obras Exteriores,Obra nueva,No aplica / mixto,Suministro e instalación,Urbanización,alta,false,Subrubro heredado de la categoría actual (sin coincidencia de palabra clave más específica).
428,Seguridad,Instalación de alarma domiciliaria básica,unidad,Corrientes débiles y seguridad electrónica,Seguridad electrónica,Obra nueva,No aplica / mixto,Suministro e instalación,Electrónica / seguridad,alta,false,
429,Hormigón Armado,Refuerzo puntual con fierro corrugado 8mm,ml,Hormigón y fundaciones,Hormigón Armado,Obra nueva,Hormigón,Suministro e instalación,Ingeniería estructural,alta,false,Subrubro heredado de la categoría actual (sin coincidencia de palabra clave más específica).
430,Sanitario,Instalación de estanque elevado 500L (base existente),unidad,Instalaciones sanitarias,Sanitario,Obra nueva,No aplica / mixto,Suministro e instalación,Ingeniería sanitaria,alta,false,Subrubro heredado de la categoría actual (sin coincidencia de palabra clave más específica).
431,Obras Provisorias,Arriendo de baño químico (mensual),mes,Obras preliminares,Instalaciones de faena,Obra nueva,No aplica / mixto,Suministro e instalación,Administración de obra,alta,false,Rubro corregido respecto de la categoría actual original (ver DICCIONARIO_TAXONOMICO_ECP.json > overridesAplicados).
432,Servicios,Transporte en camión tolva 8 m³ (flete general),viaje,Demoliciones y desmontajes,Transporte de escombros,Obra nueva,No aplica / mixto,Suministro e instalación,Construcción general,media,true,"Categoría actual ""Servicios"" es transitoria/catch-all; reclasificado a nivel de partida. Rubro corregido respecto de la categoría actual original (ver DICCIONARIO_TAXONOMICO_ECP.json > overridesAplicados)."
433,Pintura,"Kit de insumos para pintura (brochas, bandejas, lijas, masilla)",gl,Pinturas y recubrimientos,Pinturas,Obra nueva,No aplica / mixto,Suministro e instalación,Pintura,alta,false,
